,date,order_id,category,product_name,quantity,unit_price,sales,region
398,2025-03-12T17:45:30.990,518-9357177-0229188,Electronics,Kindle Paperwhite,1,134.18,149.4265726169993,Amazon.co.jp (Japan)
861,2025-03-12T19:45:30.990,637-7611832-4270813,Clothing,Columbia Fleece Jacket,3,123.33,426.80649031728825,Amazon.com (US)
386,2025-03-12T22:45:30.990,165-4111797-0445582,Electronics,Ring Video Doorbell,1,502.47,502.47,Amazon.com (US)
225,2025-03-13T00:45:30.990,360-5279131-0805590,Clothing,Columbia Fleece Jacket,2,13.45,26.91,Amazon.com (US)
302,2025-03-13T04:45:30.990,186-2397513-8048389,Electronics,Echo Dot (4th Gen),3,222.99,668.98,Amazon.co.uk (UK)
300,2025-03-13T05:45:30.990,922-2696799-4105533,Home & Kitchen,iRobot Roomba,2,88.19,176.38,Amazon.com.au (Australia)
52,2025-03-13T05:45:30.990,780-0104729-4608102,Home & Kitchen,Lodge Cast Iron Skillet,2,116.89,233.79,Amazon.co.uk (UK)
320,2025-03-13T05:45:30.990,671-2276985-9976883,Clothing,Columbia Fleece Jacket,1,170.03,170.03,Amazon.de (Germany)
47,2025-03-13T06:45:30.990,051-9239475-9471667,Books,The Body Keeps the Score,1,23.8,23.8,Amazon.co.uk (UK)
489,2025-03-13T07:45:30.990,998-5792682-9958244,Home & Kitchen,Instant Pot Duo,1,192.87,192.87,Amazon.com (US)
873,2025-03-13T07:45:30.990,912-0906123-2379078,Sports,Bowflex Adjustable Dumbbells,2,111.54,223.07,Amazon.de (Germany)
666,2025-03-13T11:45:30.990,950-8290561-2436107,Electronics,Fire TV Stick 4K,1,337.88,387.23497426303356,Amazon.ca (Canada)
639,2025-03-13T14:45:30.990,250-6039918-4157889,Sports,Manduka Yoga Mat,1,73.76,86.15510024435362,Amazon.de (Germany)
389,2025-03-13T15:45:30.990,391-4114439-7921974,Electronics,Bose QuietComfort Earbuds,4,875.72,4029.847677328136,Amazon.de (Germany)
343,2025-03-13T16:45:30.990,922-2554687-4909254,Electronics,Bose QuietComfort Earbuds,1,565.21,617.7399704083393,Amazon.com (US)
178,2025-03-13T16:45:30.990,066-3907198-2511884,Sports,Hydro Flask Water Bottle,1,13.81,15.391900480689813,Amazon.com (US)
599,2025-03-13T17:45:30.990,155-6946286-7966963,Electronics,Echo Dot (4th Gen),2,314.75,681.084188649301,Amazon.co.uk (UK)
538,2025-03-13T22:45:30.990,161-4586898-5573726,Beauty,The Ordinary Serum,3,63.46,190.37,Amazon.de (Germany)
391,2025-03-13T22:45:30.990,254-1952069-7910838,Clothing,Adidas Running Shoes,1,89.98,89.98,Amazon.co.jp (Japan)
958,2025-03-13T23:45:30.990,218-1406305-8458767,Clothing,Under Armour Hoodie,2,138.42,276.83,Amazon.co.uk (UK)
773,2025-03-14T04:45:30.990,167-6329522-0024166,Clothing,Amazon Essentials T-Shirt,1,100.25,100.25,Amazon.com (US)
661,2025-03-14T04:45:30.990,002-2471753-2802236,Home & Kitchen,iRobot Roomba,1,164.07,164.07,Amazon.co.uk (UK)
662,2025-03-14T04:45:30.990,941-8421916-2375177,Clothing,Adidas Running Shoes,1,141.51,141.51,Amazon.com (US)
633,2025-03-14T05:45:30.990,301-6534493-6301028,Sports,Bowflex Adjustable Dumbbells,2,169.25,338.49,Amazon.co.uk (UK)
497,2025-03-14T08:45:30.990,080-4203171-2626684,Home & Kitchen,Ninja Air Fryer,2,210.42,420.83,Amazon.de (Germany)
550,2025-03-14T08:45:30.990,690-6054612-0631857,Electronics,Ring Video Doorbell,1,472.43,472.43,Amazon.com (US)
621,2025-03-14T09:45:30.990,844-1890269-8721571,Beauty,Revlon One-Step Hair Dryer,1,144.61,169.99472008614916,Amazon.de (Germany)
518,2025-03-14T10:45:30.990,482-3393202-5629120,Electronics,Kindle Paperwhite,1,617.85,693.1771887374749,Amazon.de (Germany)
589,2025-03-14T11:45:30.990,469-1529680-1758260,Electronics,Fire TV Stick 4K,2,1126.98,2559.196578534653,Amazon.de (Germany)
796,2025-03-14T17:45:30.990,110-8287082-3924941,Electronics,Kindle Paperwhite,1,1059.85,1220.172961426831,Amazon.com (US)
674,2025-03-14T23:45:30.990,079-8054722-2444737,Beauty,The Ordinary Serum,1,127.01,127.01,Amazon.com (US)
696,2025-03-15T00:45:30.990,630-5533679-7063379,Clothing,Levi's 501 Original Jeans,2,159.26,395.132314537401,Amazon.com (US)
872,2025-03-15T07:45:30.990,993-3483466-4415200,Books,The Body Keeps the Score,1,39.34,43.27589622486264,Amazon.co.uk (UK)
423,2025-03-15T08:45:30.990,437-1512155-4045310,Clothing,Adidas Running Shoes,1,55.23,66.18473731858776,Amazon.de (Germany)
835,2025-03-15T09:45:30.990,972-7511032-1305019,Clothing,Columbia Fleece Jacket,2,102.99,248.80062076050518,Amazon.de (Germany)
249,2025-03-15T09:45:30.990,416-9344188-8004481,Sports,Coleman Camping Tent,1,41.35,53.33739665868807,Amazon.com (US)
707,2025-03-15T12:45:30.990,917-7026891-1970345,Electronics,Bose QuietComfort Earbuds,1,1277.13,1786.3566002367413,Amazon.co.jp (Japan)
112,2025-03-15T12:45:30.990,901-4606867-7110825,Electronics,Ring Video Doorbell,3,1087.57,4910.726050566303,Amazon.co.uk (UK)
586,2025-03-15T14:45:30.990,360-6526798-8847498,Beauty,Olaplex Hair Perfector,5,58.53,384.92031296376166,Amazon.co.uk (UK)
494,2025-03-15T16:45:30.990,330-4913976-8377490,Sports,Manduka Yoga Mat,2,168.01,456.2629943813604,Amazon.de (Germany)
994,2025-03-15T18:45:30.990,450-2672015-9336383,Clothing,Levi's 501 Original Jeans,1,81.36,114.55993522263915,Amazon.de (Germany)
34,2025-03-15T21:45:30.990,889-0878629-9381160,Sports,Manduka Yoga Mat,1,70.53,87.97622418622605,Amazon.de (Germany)
159,2025-03-16T01:45:30.990,067-9044680-4270196,Electronics,Fire TV Stick 4K,2,371.7,889.425282796093,Amazon.de (Germany)
252,2025-03-16T01:45:30.990,105-8932178-7873677,Electronics,Ring Video Doorbell,1,1046.28,1198.3586012427622,Amazon.com (US)
688,2025-03-16T04:45:30.990,424-5975992-8983491,Clothing,Amazon Essentials T-Shirt,2,128.91,311.4981205436438,Amazon.de (Germany)
934,2025-03-16T06:45:30.990,336-0901245-7172334,Books,Where the Crawdads Sing,1,35.87,46.34111406694864,Amazon.de (Germany)
41,2025-03-16T09:45:30.990,336-5228368-7596109,Sports,Manduka Yoga Mat,2,110.29,289.2542630086328,Amazon.co.uk (UK)
526,2025-03-16T09:45:30.990,467-4404520-1942609,Beauty,Olaplex Hair Perfector,3,68.44,262.8682517306305,Amazon.com (US)
402,2025-03-16T10:45:30.990,026-0058219-6932350,Books,Where the Crawdads Sing,2,38.6,94.91332818197736,Amazon.com (US)
683,2025-03-16T10:45:30.990,128-4781734-0401534,Sports,Bowflex Adjustable Dumbbells,2,40.12,108.64621491208075,Amazon.de (Germany)
19,2025-03-16T10:45:30.990,887-0282017-4576400,Sports,Hydro Flask Water Bottle,1,62.66,75.01792250712357,Amazon.co.uk (UK)
468,2025-03-16T11:45:30.990,900-2450766-8407536,Electronics,Echo Dot (4th Gen),1,318.73,432.7342174700155,Amazon.com (US)
915,2025-03-16T12:45:30.990,648-2436594-8494922,Home & Kitchen,Instant Pot Duo,4,40.57,216.45247082891458,Amazon.co.jp (Japan)
948,2025-03-16T12:45:30.990,291-2580373-6490314,Clothing,Levi's 501 Original Jeans,1,35.66,43.131604673973456,Amazon.co.jp (Japan)
556,2025-03-16T12:45:30.990,118-0102479-0612207,Clothing,Columbia Fleece Jacket,1,86.38,121.51199806307407,Amazon.co.uk (UK)
3,2025-03-16T13:45:30.990,363-3326463-6071532,Electronics,Kindle Paperwhite,1,1222.58,1887.1084301962817,Amazon.com (US)
548,2025-03-16T14:45:30.990,598-0349565-2584254,Beauty,Neutrogena Sunscreen,1,52.82,66.94309411693168,Amazon.com.au (Australia)
841,2025-03-16T15:45:30.990,373-6403019-0743581,Books,Atomic Habits,1,25.91,37.878923344306855,Amazon.com (US)
680,2025-03-16T16:45:30.990,623-1947820-6556305,Clothing,Adidas Running Shoes,2,42.34,120.39245309048529,Amazon.com (US)
405,2025-03-16T17:45:30.990,831-5649567-1829523,Clothing,Adidas Running Shoes,2,46.36,124.10521173186974,Amazon.de (Germany)
838,2025-03-16T19:45:30.990,443-7062937-7914365,Home & Kitchen,iRobot Roomba,1,67.25,94.84841983997451,Amazon.co.jp (Japan)
723,2025-03-16T23:45:30.990,402-6086939-0682511,Clothing,Levi's 501 Original Jeans,1,78.37,96.5592024126661,Amazon.de (Germany)
165,2025-03-17T01:45:30.990,866-4078087-3807424,Clothing,Under Armour Hoodie,3,151.63,454.88,Amazon.ca (Canada)
181,2025-03-17T02:45:30.990,316-0608896-6500697,Books,The Body Keeps the Score,1,19.84,19.84,Amazon.co.uk (UK)
492,2025-03-17T04:45:30.990,387-7125607-4805646,Home & Kitchen,Ninja Air Fryer,2,176.37,352.74,Amazon.co.jp (Japan)
653,2025-03-17T07:45:30.990,757-9393720-9951379,Electronics,Fire TV Stick 4K,1,1032.04,1032.04,Amazon.co.uk (UK)
736,2025-03-17T09:45:30.990,006-8262086-1214849,Electronics,Fire TV Stick 4K,2,365.57,817.0161360191336,Amazon.ca (Canada)
48,2025-03-17T10:45:30.990,454-4651358-3099060,Electronics,Bose QuietComfort Earbuds,1,136.28,151.96682696943097,Amazon.com (US)
697,2025-03-17T12:45:30.990,175-3347631-2051781,Sports,Coleman Camping Tent,1,92.15,99.40966709143122,Amazon.co.jp (Japan)
220,2025-03-17T14:45:30.990,557-1706212-2281913,Clothing,Columbia Fleece Jacket,2,37.2,83.49187175347066,Amazon.de (Germany)
510,2025-03-17T14:45:30.990,481-2430571-9261569,Electronics,Kindle Paperwhite,1,1183.96,1420.5574812497239,Amazon.de (Germany)
407,2025-03-17T20:45:30.990,446-4521909-8368437,Electronics,Kindle Paperwhite,4,549.38,2197.52,Amazon.com (US)
383,2025-03-18T01:45:30.990,948-1334164-1171751,Clothing,Adidas Running Shoes,1,142.7,142.7,Amazon.com (US)
877,2025-03-18T03:45:30.990,435-7515124-0965910,Electronics,Fire TV Stick 4K,1,526.51,526.51,Amazon.co.jp (Japan)
284,2025-03-18T03:45:30.990,604-3026354-6583192,Home & Kitchen,iRobot Roomba,1,20.41,20.41,Amazon.de (Germany)
75,2025-03-18T05:45:30.990,358-9802685-2947579,Clothing,Amazon Essentials T-Shirt,1,167.7,167.7,Amazon.co.uk (UK)
542,2025-03-18T06:45:30.990,003-6831125-9571264,Home & Kitchen,Keurig K-Slim Coffee Maker,3,116.42,349.27,Amazon.com (US)
746,2025-03-18T15:45:30.990,111-0441404-5537108,Clothing,Under Armour Hoodie,3,141.97,489.62431927037096,Amazon.com (US)
223,2025-03-18T16:45:30.990,086-3123754-1117656,Clothing,Levi's 501 Original Jeans,1,18.24,19.6822070597439,Amazon.co.uk (UK)
920,2025-03-18T20:45:30.990,914-4523558-0082633,Clothing,Columbia Fleece Jacket,1,39.31,39.31,Amazon.co.uk (UK)
741,2025-03-18T22:45:30.990,590-9684672-4681979,Home & Kitchen,iRobot Roomba,2,137.45,274.89,Amazon.com (US)
594,2025-03-18T22:45:30.990,064-4675185-4114226,Clothing,Levi's 501 Original Jeans,2,40.75,81.5,Amazon.com (US)
714,2025-03-18T23:45:30.990,214-1518069-2422992,Electronics,Echo Dot (4th Gen),2,1058.15,2116.3,Amazon.co.uk (UK)
71,2025-03-19T01:45:30.990,795-1522223-8046246,Books,It Ends with Us,1,19.24,19.24,Amazon.com (US)
809,2025-03-19T02:45:30.990,635-0752378-0876277,Electronics,Bose QuietComfort Earbuds,1,777.09,777.09,Amazon.co.uk (UK)
656,2025-03-19T03:45:30.990,652-4739540-9865716,Sports,Manduka Yoga Mat,2,143.23,286.46,Amazon.co.uk (UK)
147,2025-03-19T06:45:30.990,407-9538971-3550730,Books,Atomic Habits,3,26.26,78.77,Amazon.com (US)
432,2025-03-19T11:45:30.990,844-0186580-2118775,Clothing,Columbia Fleece Jacket,1,72.55,83.94890155111538,Amazon.com (US)
857,2025-03-19T18:45:30.990,800-8756613-7310346,Sports,Fitbit Charge 5,1,33.67,38.211391453012865,Amazon.com (US)
852,2025-03-19T18:45:30.990,939-6389664-6213564,Home & Kitchen,Instant Pot Duo,1,204.81,237.92017610602608,Amazon.com (US)
279,2025-03-19T19:45:30.990,216-1540917-5858204,Sports,Fitbit Charge 5,1,52.52,61.13694016824285,Amazon.de (Germany)
357,2025-03-19T20:45:30.990,773-1527309-9361010,Home & Kitchen,iRobot Roomba,5,75.04,375.21,Amazon.ca (Canada)
211,2025-03-20T00:45:30.990,715-7444487-0813628,Clothing,Columbia Fleece Jacket,2,29.42,58.83,Amazon.com (US)
229,2025-03-20T04:45:30.990,606-3294177-4500572,Clothing,Amazon Essentials T-Shirt,4,56.42,225.69,Amazon.co.uk (UK)
353,2025-03-20T06:45:30.990,920-5574909-3856844,Clothing,Under Armour Hoodie,2,71.86,143.72,Amazon.co.uk (UK)
459,2025-03-20T06:45:30.990,425-8372697-8066927,Electronics,Ring Video Doorbell,3,1005.43,3016.3,Amazon.com (US)
108,2025-03-20T07:45:30.990,605-7394856-9038412,Clothing,Under Armour Hoodie,1,101.59,101.59,Amazon.co.uk (UK)
767,2025-03-20T07:45:30.990,111-7692109-8350746,Clothing,Columbia Fleece Jacket,2,117.76,235.52,Amazon.com (US)
620,2025-03-20T08:45:30.990,143-4103568-9726491,Electronics,Ring Video Doorbell,1,783.33,783.33,Amazon.co.uk (UK)
541,2025-03-20T09:45:30.990,532-1369454-9249074,Electronics,Fire TV Stick 4K,1,482.18,569.2711470836987,Amazon.com (US)
490,2025-03-20T13:45:30.990,260-2761465-0945090,Electronics,Echo Dot (4th Gen),2,1002.87,2183.05378614846,Amazon.co.uk (UK)
571,2025-03-20T15:45:30.990,679-6945835-0126494,Electronics,Ring Video Doorbell,2,1031.48,2302.109082501035,Amazon.co.uk (UK)
663,2025-03-20T15:45:30.990,402-6431294-8885769,Electronics,Kindle Paperwhite,2,902.07,2042.543416775018,Amazon.com (US)
944,2025-03-20T17:45:30.990,649-6581701-0410401,Beauty,CeraVe Moisturizer,1,45.68,51.39245548535384,Amazon.com.au (Australia)
968,2025-03-20T17:45:30.990,874-7123349-4159223,Electronics,Echo Dot (4th Gen),1,520.28,587.4855125556069,Amazon.de (Germany)
135,2025-03-20T18:45:30.990,672-8749478-0215141,Electronics,Ring Video Doorbell,1,1056.82,1131.9333245298146,Amazon.ca (Canada)
9,2025-03-20T18:45:30.990,472-3180145-5651963,Home & Kitchen,Instant Pot Duo,1,144.37,158.13445308760083,Amazon.com (US)
652,2025-03-20T21:45:30.990,396-0137851-9502843,Clothing,Amazon Essentials T-Shirt,1,18.75,18.75,Amazon.co.uk (UK)
971,2025-03-20T21:45:30.990,386-7892889-6115732,Sports,Coleman Camping Tent,1,193.29,193.29,Amazon.ca (Canada)
46,2025-03-20T23:45:30.990,747-7781715-4858016,Books,The Psychology of Money,1,9.71,9.71,Amazon.com (US)
254,2025-03-21T01:45:30.990,476-6603256-1179954,Clothing,Under Armour Hoodie,1,45.59,45.59,Amazon.co.uk (UK)
984,2025-03-21T06:45:30.990,177-6453662-5742395,Home & Kitchen,Instant Pot Duo,2,120.79,241.58,Amazon.de (Germany)
812,2025-03-21T11:45:30.990,327-4022307-7284763,Electronics,Ring Video Doorbell,1,449.05,479.42086240766355,Amazon.com (US)
499,2025-03-21T11:45:30.990,159-9167002-5598570,Clothing,Under Armour Hoodie,3,110.94,376.22891093892974,Amazon.de (Germany)
998,2025-03-21T12:45:30.990,308-8563890-1149828,Electronics,Ring Video Doorbell,2,1017.49,2165.317656436074,Amazon.co.uk (UK)
895,2025-03-21T14:45:30.990,592-1210148-8729333,Clothing,Columbia Fleece Jacket,4,162.44,743.021587915194,Amazon.de (Germany)
802,2025-03-21T19:45:30.990,592-1016571-5500779,Sports,Coleman Camping Tent,1,53.52,60.38551050692674,Amazon.co.uk (UK)
404,2025-03-21T20:45:30.990,651-7457210-5461668,Electronics,Ring Video Doorbell,4,1214.63,4858.52,Amazon.com (US)
937,2025-03-21T21:45:30.990,195-1581828-1986615,Sports,Coleman Camping Tent,2,154.89,309.78,Amazon.com.au (Australia)
790,2025-03-21T22:45:30.990,567-5092076-1236115,Sports,Coleman Camping Tent,1,37.7,37.7,Amazon.com (US)
435,2025-03-21T22:45:30.990,710-2089082-1482151,Books,The Psychology of Money,1,31,31,Amazon.de (Germany)
694,2025-03-21T23:45:30.990,821-9422954-0508310,Clothing,Columbia Fleece Jacket,1,37.08,37.08,Amazon.com (US)
836,2025-03-21T23:45:30.990,556-9734500-5722038,Sports,Manduka Yoga Mat,4,123.94,495.76,Amazon.de (Germany)
195,2025-03-22T01:45:30.990,312-6233583-4606446,Home & Kitchen,Ninja Air Fryer,1,149.58,176.65401286534512,Amazon.de (Germany)
190,2025-03-22T03:45:30.990,736-7191929-6488862,Electronics,Echo Dot (4th Gen),1,101.91,116.45332087423071,Amazon.co.uk (UK)
637,2025-03-22T07:45:30.990,636-8157313-6867087,Electronics,Ring Video Doorbell,2,590.07,1352.1152427663026,Amazon.com (US)
57,2025-03-22T16:45:30.990,691-8491346-8410993,Clothing,Levi's 501 Original Jeans,3,108.65,464.36222717846556,Amazon.com (US)
860,2025-03-22T23:45:30.990,254-3940008-1098004,Beauty,Revlon One-Step Hair Dryer,2,112.45,284.7794363129456,Amazon.com (US)
759,2025-03-23T01:45:30.990,653-3470783-7206852,Books,The Body Keeps the Score,1,34.26,42.81590174481979,Amazon.co.jp (Japan)
251,2025-03-23T03:45:30.990,946-6860220-9313522,Sports,Coleman Camping Tent,3,207.07,692.2435425778676,Amazon.com (US)
709,2025-03-23T03:45:30.990,979-6424322-5606755,Books,Where the Crawdads Sing,1,10.8,12.153162770071717,Amazon.co.uk (UK)
822,2025-03-23T04:45:30.990,990-1987134-1389202,Home & Kitchen,Instant Pot Duo,1,144.72,166.15918507944454,Amazon.co.uk (UK)
844,2025-03-23T05:45:30.990,987-7162960-3000271,Sports,Manduka Yoga Mat,1,33.29,42.688278915397404,Amazon.com (US)
776,2025-03-23T07:45:30.990,938-0453680-3073378,Sports,Manduka Yoga Mat,1,118.87,135.37221738858256,Amazon.com (US)
779,2025-03-23T10:45:30.990,992-9646431-9152710,Clothing,Levi's 501 Original Jeans,1,15.25,21.305193923012162,Amazon.de (Germany)
101,2025-03-23T11:45:30.990,764-7093293-1828224,Beauty,Neutrogena Sunscreen,1,38.57,47.59259840413532,Amazon.co.uk (UK)
901,2025-03-23T14:45:30.990,788-6221863-2596784,Electronics,Fire TV Stick 4K,1,345.07,435.81863345317754,Amazon.co.uk (UK)
967,2025-03-23T20:45:30.990,307-1476017-9664037,Home & Kitchen,Ninja Air Fryer,1,207.82,240.41815844796366,Amazon.de (Germany)
876,2025-03-23T23:45:30.990,145-1295707-0790903,Electronics,Kindle Paperwhite,3,1241.65,4252.564198631417,Amazon.co.uk (UK)
240,2025-03-23T23:45:30.990,448-0160048-2927288,Books,The Psychology of Money,1,46.49,59.595007188212605,Amazon.com (US)
65,2025-03-24T01:45:30.990,224-4466628-7244489,Clothing,Adidas Running Shoes,2,145.3,290.6,Amazon.com (US)
799,2025-03-24T04:45:30.990,494-7443469-0011446,Clothing,Adidas Running Shoes,1,124.17,124.17,Amazon.ca (Canada)
931,2025-03-24T05:45:30.990,440-5271737-4327034,Clothing,Under Armour Hoodie,2,68.19,136.38,Amazon.com (US)
98,2025-03-24T06:45:30.990,336-1106476-8868991,Electronics,Kindle Paperwhite,5,882.84,4414.21,Amazon.com (US)
437,2025-03-24T10:45:30.990,437-7085755-6906195,Electronics,Ring Video Doorbell,2,1110.24,2561.3487783703713,Amazon.ca (Canada)
682,2025-03-24T13:45:30.990,778-1970944-1270790,Clothing,Under Armour Hoodie,3,60.74,214.30282170067434,Amazon.com (US)
596,2025-03-24T16:45:30.990,051-5763103-7646550,Electronics,Kindle Paperwhite,1,1189.77,1401.0108749452,Amazon.co.uk (UK)
880,2025-03-24T18:45:30.990,937-4610429-9210010,Sports,Coleman Camping Tent,2,47.38,106.44303041642968,Amazon.de (Germany)
798,2025-03-24T19:45:30.990,516-8124917-5543445,Electronics,Ring Video Doorbell,3,242.06,842.0680766702357,Amazon.com (US)
634,2025-03-25T01:45:30.990,567-5028600-8396642,Electronics,Kindle Paperwhite,2,694.5,1389,Amazon.com (US)
975,2025-03-25T01:45:30.990,315-2785380-9189157,Beauty,Revlon One-Step Hair Dryer,2,78.49,156.98,Amazon.co.uk (UK)
152,2025-03-25T04:45:30.990,747-3821083-9008628,Clothing,Adidas Running Shoes,2,27.25,54.5,Amazon.com (US)
2,2025-03-25T06:45:30.990,525-2202501-7700806,Clothing,Columbia Fleece Jacket,2,66.96,133.91,Amazon.co.uk (UK)
37,2025-03-25T06:45:30.990,786-5312781-1865934,Clothing,Levi's 501 Original Jeans,2,166.73,333.47,Amazon.co.uk (UK)
337,2025-03-25T07:45:30.990,927-9737609-3117676,Clothing,Amazon Essentials T-Shirt,1,125.58,125.58,Amazon.co.uk (UK)
685,2025-03-25T11:45:30.990,061-3814037-2031582,Electronics,Kindle Paperwhite,2,476.09,1112.496985937272,Amazon.ca (Canada)
761,2025-03-25T14:45:30.990,708-7349542-3782928,Electronics,Fire TV Stick 4K,2,705.14,1492.4619354890829,Amazon.de (Germany)
658,2025-03-25T22:45:30.990,248-0189431-1261447,Books,Where the Crawdads Sing,2,23.41,46.83,Amazon.com (US)
533,2025-03-25T22:45:30.990,287-0884712-5585653,Beauty,The Ordinary Serum,2,32.99,65.99,Amazon.de (Germany)
516,2025-03-26T02:45:30.990,072-3005790-7122649,Sports,Fitbit Charge 5,3,19.31,57.93,Amazon.com.au (Australia)
824,2025-03-26T09:45:30.990,759-2823663-5525681,Beauty,Olaplex Hair Perfector,4,61.27,263.8291952337494,Amazon.com (US)
781,2025-03-26T14:45:30.990,682-2268476-9684167,Beauty,The Ordinary Serum,1,21.01,24.283872698571965,Amazon.de (Germany)
422,2025-03-26T14:45:30.990,519-4239538-8483259,Electronics,Fire TV Stick 4K,1,355.18,377.51604775228174,Amazon.de (Germany)
573,2025-03-26T15:45:30.990,700-4430456-1348923,Home & Kitchen,Keurig K-Slim Coffee Maker,3,106.57,359.5086474652563,Amazon.com (US)
575,2025-03-26T18:45:30.990,179-6718237-9483219,Beauty,Neutrogena Sunscreen,2,134.89,310.7208200267523,Amazon.co.uk (UK)
933,2025-03-26T18:45:30.990,543-6802468-4130547,Electronics,Kindle Paperwhite,1,849.97,953.2828227470982,Amazon.co.uk (UK)
760,2025-03-27T01:45:30.990,214-0487314-0321766,Electronics,Ring Video Doorbell,2,312.36,624.72,Amazon.de (Germany)
517,2025-03-27T04:45:30.990,053-7695155-1181270,Sports,Manduka Yoga Mat,1,101.61,101.61,Amazon.com (US)
946,2025-03-27T05:45:30.990,032-2012440-0472436,Sports,Coleman Camping Tent,1,182.97,182.97,Amazon.com (US)
528,2025-03-27T08:45:30.990,765-4332439-4415745,Home & Kitchen,Instant Pot Duo,1,121.75,121.75,Amazon.co.jp (Japan)
491,2025-03-27T08:45:30.990,480-8082831-0508002,Home & Kitchen,iRobot Roomba,1,189.44,189.44,Amazon.com (US)
76,2025-03-27T14:45:30.990,585-6516667-0576239,Books,Where the Crawdads Sing,1,10.38,12.322628069231715,Amazon.co.uk (UK)
145,2025-03-27T14:45:30.990,630-8654294-0321032,Beauty,Olaplex Hair Perfector,1,20.62,22.527887739508017,Amazon.co.uk (UK)
500,2025-03-27T14:45:30.990,736-0329630-1749471,Sports,Hydro Flask Water Bottle,1,162.94,181.7713368354057,Amazon.co.uk (UK)
237,2025-03-27T15:45:30.990,044-0695794-2097112,Clothing,Columbia Fleece Jacket,3,29.66,101.09475481029868,Amazon.com (US)
717,2025-03-27T16:45:30.990,269-0465015-8021669,Books,The Body Keeps the Score,2,37.51,87.54307001556471,Amazon.co.uk (UK)
213,2025-03-27T20:45:30.990,410-7016176-0021459,Electronics,Kindle Paperwhite,1,1027.41,1027.41,Amazon.co.uk (UK)
109,2025-03-27T22:45:30.990,521-7632336-4379259,Clothing,Levi's 501 Original Jeans,2,178.43,356.85,Amazon.co.uk (UK)
234,2025-03-27T23:45:30.990,654-8908177-7107430,Clothing,Columbia Fleece Jacket,2,17.02,34.04,Amazon.com (US)
318,2025-03-27T23:45:30.990,700-4915081-2014124,Sports,Manduka Yoga Mat,2,46.61,93.22,Amazon.com (US)
143,2025-03-28T00:45:30.990,887-5373136-6560425,Books,The Body Keeps the Score,2,18.71,37.42,Amazon.co.uk (UK)
485,2025-03-28T05:45:30.990,189-9479992-2675592,Electronics,Fire TV Stick 4K,1,1184.37,1184.37,Amazon.com (US)
927,2025-03-28T09:45:30.990,359-8908449-6558841,Clothing,Columbia Fleece Jacket,2,149.53,346.14663858299116,Amazon.co.uk (UK)
921,2025-03-28T13:45:30.990,685-5633022-3930210,Clothing,Under Armour Hoodie,1,132.07,140.12453204016944,Amazon.com (US)
807,2025-03-28T14:45:30.990,197-7570613-2737932,Electronics,Echo Dot (4th Gen),1,1146.95,1329.013301211135,Amazon.com.au (Australia)
750,2025-03-28T21:45:30.990,161-9128863-1720459,Electronics,Echo Dot (4th Gen),1,765.26,765.26,Amazon.com (US)
830,2025-03-28T22:45:30.990,536-6748936-6457887,Clothing,Amazon Essentials T-Shirt,2,149.2,298.39,Amazon.com (US)
201,2025-03-28T23:45:30.990,083-3221995-8575154,Beauty,Neutrogena Sunscreen,1,128.56,128.56,Amazon.co.jp (Japan)
315,2025-03-29T09:45:30.990,056-4366642-8566568,Books,The Psychology of Money,1,13.16,17.422441655985494,Amazon.co.uk (UK)
269,2025-03-29T10:45:30.990,106-8508599-9946260,Clothing,Levi's 501 Original Jeans,4,28.42,156.9928101847202,Amazon.com (US)
131,2025-03-29T13:45:30.990,680-2134101-6636751,Electronics,Kindle Paperwhite,1,1306.58,1643.5704110375648,Amazon.ca (Canada)
864,2025-03-29T13:45:30.990,520-6176520-8956157,Sports,Fitbit Charge 5,2,170.97,507.2094092087334,Amazon.com (US)
194,2025-03-29T13:45:30.990,335-7236079-7642697,Books,It Ends with Us,3,21.9,96.98128667653604,Amazon.de (Germany)
183,2025-03-29T20:45:30.990,215-6487798-9708216,Clothing,Under Armour Hoodie,3,41.66,157.75236973936777,Amazon.ca (Canada)
414,2025-03-29T22:45:30.990,773-6729017-8170678,Books,The Body Keeps the Score,1,40.31,51.60292842967781,Amazon.ca (Canada)
155,2025-03-29T23:45:30.990,937-1648486-8243605,Books,Where the Crawdads Sing,1,8.25,10.493179909781082,Amazon.com (US)
231,2025-03-30T02:45:30.990,823-0804528-3959792,Sports,Fitbit Charge 5,1,154.91,174.15463850078785,Amazon.de (Germany)
137,2025-03-30T06:45:30.990,742-9875470-2649675,Electronics,Kindle Paperwhite,4,245.76,1237.7543918079145,Amazon.co.uk (UK)
899,2025-03-30T08:45:30.990,687-6459809-0229784,Beauty,Olaplex Hair Perfector,1,92.89,111.54720657461296,Amazon.com (US)
604,2025-03-30T08:45:30.990,733-2406344-1113178,Beauty,Olaplex Hair Perfector,1,90.82,108.53300361043502,Amazon.com (US)
474,2025-03-30T10:45:30.990,083-8589958-6804565,Clothing,Columbia Fleece Jacket,1,78.78,109.27489445403735,Amazon.de (Germany)
217,2025-03-30T12:45:30.990,582-5168747-5964970,Home & Kitchen,iRobot Roomba,1,175.83,224.85344526171846,Amazon.de (Germany)
169,2025-03-30T14:45:30.990,787-5554489-0370340,Sports,Hydro Flask Water Bottle,1,70.31,102.1159551917019,Amazon.co.jp (Japan)
